,AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,Year
364,111-33-10100,Prospect Creek,7/28/18,"SURVEY QUALITY: GOOD sunny day, started at bottomHad to pull out spray on Harry the bear, but did not use...yet",58.04708527,-133.8097161,,58.07511983,-133.8535578,,NA,NA,,4055.586886,450,Chum Salmon,435,2,NA,437,2,0,0,2,0,2,2018
365,111-33-10100,Prospect Creek,7/31/18,SURVEY QUALITY: GOOD sunny daystarted at bottomvery low water,58.04705376,-133.8096776,,58.07365863,-133.8485275,,NA,NA,,3747.064973,450,Chum Salmon,466,1,NA,467,2,0,0,1,0,1,2018
366,111-33-10100,Prospect Creek,8/1/18,"SURVEY QUALITY: GOOD sunny day, started at bottom",58.04778165,-133.812014,,58.07358996,-133.8459665,,NA,NA,,3504.282949,450,Chum Salmon,496,5,NA,501,8,1,14.29,7,1,6,2018
367,111-33-10100,Prospect Creek,8/5/18,SURVEY QUALITY: GOOD sunny day started at top,58.07363316,-133.8485459,,58.04797582,-133.811568,,NA,NA,,3596.026485,450,Chum Salmon,468,12,NA,480,11,0,0,8,0,8,2018
368,111-33-10100,Prospect Creek,8/6/18,Cloudy day very low waterstarted at top where water ended,58.07374821,-133.8487155,,58.05122347,-133.8162414,,NA,NA,,3157.31322,450,Chum Salmon,569,15,NA,584,15,4,28.57,14,4,10,2018
369,111-33-10100,Prospect Creek,8/9/18,"Rainy dayvery high watertoo high to cross, ended early",58.04728639,-133.8108819,,58.05867637,-133.8267754,,NA,NA,,1577.978058,450,Chum Salmon,0,0,NA,0,0,NA,NA,NA,NA,NA,2018
370,111-33-10100,Prospect Creek,8/10/18,"SURVEY QUALITY: FAIR Rainy dayVery high water Started at bottomMurky water, hard to get live count",58.04686321,-133.8115522,,58.07491967,-133.8534068,,NA,NA,,3983.68047,450,Chum Salmon,188,40,NA,228,37,3,8.82,34,3,31,2018
371,111-33-10100,Prospect Creek,8/13/18,SURVEY QUALITY: GOOD Cloudy day with some rain started at bottomwater not very clearhard to see chumApproximately 1000 pinks in stream,58.0465339,-133.8077265,,58.0737269,-133.848702,,NA,NA,,3876.132331,450,Chum Salmon,130,7,NA,137,8,5,62.5,8,5,3,2018
372,111-33-10100,Prospect Creek,8/14/18,Rainy day with high water levels started at bottom,58.04572271,-133.809418,,58.06363979,-133.82983,,NA,NA,,2331.264735,450,Chum Salmon,28,3,NA,31,3,0,0,3,0,3,2018
373,111-33-10100,Prospect Creek,8/18/18,SURVEY QUALITY: GOODpartly cloudystarted at top,58.07499718,-133.8534791,,58.04802277,-133.8117197,,NA,NA,,3886.269613,450,Chum Salmon,103,3,NA,106,3,0,0,3,0,3,2018
374,111-33-10100,Prospect Creek,8/19/18,sunny day started at 2nd beaver damSURVEY QUALITY: GOOD,58.07480043,-133.8534084,,58.04788907,-133.8118585,,NA,NA,,3873.006509,450,Chum Salmon,55,0,NA,55,1,1,100,1,1,0,2018
375,111-33-10100,Prospect Creek,8/22/18,SURVEY QUALITY: GOOD Cloudy day started at second beaver damlate wave of fresh chum present,58.07494363,-133.8535331,,58.05114737,-133.8133515,,NA,NA,,3556.739503,450,Chum Salmon,110,4,NA,114,4,2,50,4,2,2,2018
376,111-33-10100,Prospect Creek,8/23/18,"SURVEY QUALITY: GOOD Cloudy day, fairly high waterFirst day of sampling Chum jawsTissue from jaws consists of any soft tissue/cartilage on jaw",58.07474584,-133.8534418,,58.05286411,-133.8200992,,NA,NA,,3132.620802,450,Chum Salmon,108,18,NA,126,18,0,0,1,0,1,2018
377,111-33-10100,Prospect Creek,8/26/18,SURVEY QUALITY: EXCELLENT sunny daystarted at bottom ,58.04705601,-133.8097106,,58.07511074,-133.8535523,,NA,NA,,4057.32277,450,Chum Salmon,69,3,NA,72,3,0,0,1,0,1,2018
378,111-33-10100,Prospect Creek,8/27/18,SURVEY QUALITY: FAIRRainy day.High water.Ended above first beaver dam.Last day on Prospect.,58.04785845,-133.8123215,,58.07183398,-133.8428845,,NA,NA,,3222.763799,450,Chum Salmon,58,2,NA,60,2,0,0,1,0,1,2018
379,111-33-10100,Prospect Creek,7/21/19,SURVEY QUALITY: EXCELLENT ,58.05006845,-133.8118391,"start at intertidal, went upstream",58.0751319,-133.8533887,second beaver dam ,NA,NA,,3715.939051,450,Chum Salmon,37,0,NA,37,0,NA,NA,NA,NA,NA,2019
380,111-33-10100,Prospect Creek,7/23/19,"SURVEY QUALITY: EXCELLENT low water, high clarity",58.05001574,-133.8120322,"start at intertidal,work upstream",58.07499523,-133.8535874,end at second beaver dam,NA,NA,,3709.1416,450,Chum Salmon,63,0,NA,63,0,NA,NA,NA,NA,NA,2019
381,111-33-10100,Prospect Creek,7/24/19,SURVEY QUALITY: EXCELLENT cloudy with slight drizzle. low water,58.07519837,-133.8534341,start at second beaver dam.work downstream,58.04807149,-133.8117592,end at intertidal,NA,NA,,3896.254883,450,Chum Salmon,87,0,NA,87,0,NA,NA,NA,NA,NA,2019
382,111-33-10100,Prospect Creek,7/25/19,SURVEY QUALITY: EXCELLENT low water,58.07519646,-133.8536165,"start at second beaver dam,work downstream",58.0480135,-133.8116359,end at intertidal,NA,NA,,3912.503169,450,Chum Salmon,110,1,NA,111,1,1,100,1,1,0,2019
383,111-33-10100,Prospect Creek,7/27/19,SURVEY QUALITY: FAIR lower water visibility,58.07481253,-133.8537288,start at second  beaver dam. work down stream,58.04803729,-133.8117761,end are intertidal,NA,NA,,3876.429442,450,Chum Salmon,196,1,NA,197,1,1,100,1,1,0,2019
384,111-33-10100,Prospect Creek,7/28/19,"SURVEY QUALITY: POOR High water led to high turbidity and low water clarity. We reached an impassable set of rapids and started the survey approximately halfway up the stream.Surveyed downstream. Reached intertidal early, at 2:15 pm when low tide was 4:53 pm.",58.06520779,-133.8324085,start halfway through. river rough,58.0514451,-133.8183129,end at intertidal,NA,NA,,1744.18338,450,Chum Salmon,73,0,NA,73,1,0,0,0,0,0,2019
385,111-33-10100,Prospect Creek,7/29/19,"SURVEY QUALITY: EXCELLENT Started at second beaver dam, working downstream. water clarity was good.Ended in intertidal at 5:30pn, low tide was at 5:52pm, 4.1ft",58.0750678,-133.8535192,second beaver dam,58.04880867,-133.8114141,intertidal,NA,NA,,3838.177569,450,Chum Salmon,417,16,NA,433,17,2,28.57,7,2,5,2019
386,111-33-10100,Prospect Creek,7/30/19,intertidal upstream,58.0476519,-133.8124684,,58.07505899,-133.8534017,,NA,NA,,3893.196677,450,Chum Salmon,280,19,NA,299,4,1,50,2,1,1,2019
387,111-33-10100,Prospect Creek,7/31/19,"Surveyed upsteam. Low water, clarity 8ft plus. Survey quality excellect. Michele on live counts. Patrick counted pinks.",58.04767511,-133.8121929,,58.07517336,-133.8536543,,NA,NA,,3920.543852,450,Chum Salmon,419,19,NA,438,6,0,0,2,0,2,2019
388,111-33-10100,Prospect Creek,8/1/19,Surveyed upstream. -4 tide. Survey quality execellent. Michelle on live counts. Patrick on pink counts. Missing PA3 photo,58.04651214,-133.8079354,negative intertidal ,58.07506498,-133.8536168,,NA,NA,,4169.617087,450,Chum Salmon,555,6,NA,561,6,0,0,4,0,4,2019
389,111-33-10100,Prospect Creek,8/2/19,"SURVEY QUALITY: EXCELLENT low intertidal surveying upstream. Started survey at 0830Sunny, good water clarity M.Trifari performed live countsLow tide: 0848 -4.3 ft",58.04653073,-133.8078496,,58.07502548,-133.8537066,,NA,NA,,4171.400536,450,Chum Salmon,426,3,NA,429,5,0,0,3,0,3,2019
390,111-33-10100,Prospect Creek,8/3/19,"SURVEY QUALITY: EXCELLENT surveying upstream low intertidal. Low tide was at 0932.Sunny weather, good water visibility, low water depthM. Trifari performed live counts",58.04656865,-133.8077994,,58.07491946,-133.8535086,,NA,NA,,4153.547739,450,Chum Salmon,515,6,NA,521,10,3,33.33,9,3,6,2019
391,111-33-10100,Prospect Creek,8/4/19,"SURVEY QUALITY: EXCELLENT surveying upstream, started 8:45, low tide at 10:15 -3.1ft. Sunny, water clarity excellent, creek low.Saw one bear at the intersection of the meadow and the trees.",58.04777764,-133.8121545,,58.07510899,-133.8533575,,NA,NA,,3896.497305,450,Chum Salmon,543,8,NA,551,3,1,100,1,1,0,2019
392,111-33-10100,Prospect Creek,8/6/19,"SURVEY QUALITY: EXCELLENT Surveyed upstream, starting at 9am. Low tide ~11:40am.Caitlin on live chum counts, Patrick on pink counts.Sunny, dry weather continues. Creek has dropped to a trickle at a bend in the upper portion of our survey, see picture.Saw three river otters by a beaver pond.",58.04737354,-133.8119838,,58.07511946,-133.8534777,,NA,NA,,3943.327266,450,Chum Salmon,529,8,NA,537,12,6,50,12,6,6,2019
393,111-33-10100,Prospect Creek,8/7/19,"Survey upsteam, low tide at 1pm, 2.1ft. Caitlin on live counts.Clear and sunny, survey quality excellent.Half a mile from the normal end of the survey, the creek has run dry.No chum have been observed above this point this season, so survey was ended there today.",58.0509764,-133.8144043,,58.07370634,-133.8472725,,NA,NA,,3189.607335,450,Chum Salmon,583,28,NA,611,25,6,28.57,21,6,15,2019
394,111-33-10100,Prospect Creek,8/8/19,"SURVEY QUALITY: EXCELLENT surveying downstreamLow tide at 1:49 pmdry creek at start, depth of creek decreasingCaitlin on live countsMichelle on dead counts",58.07365644,-133.8479593,,58.05096494,-133.8145399,,NA,NA,,3206.126255,450,Chum Salmon,588,36,NA,624,24,11,45.83,24,11,13,2019
395,111-33-10100,Prospect Creek,8/9/19,SURVEY QUALITY: EXCELLENTsurveyed downstreamCaitlin on live countsMichelle on dead countslow tide at 03:04 pm,58.0737276,-133.8478142,,58.05113427,-133.8149145,,NA,NA,,3178.676698,450,Chum Salmon,558,60,NA,618,37,12,34.29,35,12,23,2019
396,111-33-10100,Prospect Creek,8/10/19,surveying downstream Caitlin on live countsMichelle on deadPatrick on pinkGood water visibilitySURVEY QUALITY: EXCELLENT ,58.07356072,-133.8478968,,58.0511307,-133.8147679,,NA,NA,,3172.619336,450,Chum Salmon,580,131,NA,711,55,24,44.44,54,24,30,2019
397,111-33-10100,Prospect Creek,8/11/19,SURVEY QUALITY: EXCELLENT surveying downstream caitlin on live countsmichelle on dead Patrick on live pink,58.0736029,-133.8473399,,58.05110186,-133.8144332,,NA,NA,,3170.801218,450,Chum Salmon,516,132,NA,648,61,26,46.43,56,26,30,2019
398,111-33-10100,Prospect Creek,8/12/19,"Surveying upstream, 7am-noon; low tide 6:07am, 0.3ft.Caitlin on live counts.Weather clear and dry, creek continues to drop and remains clear.",58.04788034,-133.8120179,,58.07354678,-133.8479148,,NA,NA,,3558.468558,450,Chum Salmon,487,180,NA,667,49,21,42.86,49,21,28,2019
399,111-33-10100,Prospect Creek,8/14/19,low at 738. survey start 0809survey upstreamchance on tabletPatrick on live chum countsCaitlin on dead chum counts,58.0476037,-133.8123137,,58.06665665,-133.8378992,,NA,NA,,2604.799399,450,Chum Salmon,190,222,NA,412,144,60,42.25,142,60,82,2019
400,111-33-10100,Prospect Creek,8/15/19,"survey upstreamlow tide 8:02, -1.1ftstart at 0815Patrick Landback on live counts of chumMichelle on live counts of pinkCaitlin on dead countsSurvey ended at first beaver dam due to late hour (5pm) and risk of bear encounters",58.04819068,-133.81155,,58.07089883,-133.842501,,NA,NA,,3120.171497,450,Chum Salmon,293,337,NA,630,122,49,41.18,119,49,70,2019
401,111-33-10100,Prospect Creek,8/16/19,"Survey upstream, starting 9:30am. Low tide at 8:34am -1.2ft.Patrick on live countsCaitlin on dead countsCompleted survey to where the creek dries up",58.04783958,-133.8119995,,58.07410206,-133.8468579,,NA,NA,,3576.382702,450,Chum Salmon,278,397,NA,675,70,17,25.37,67,17,50,2019
402,111-33-10100,Prospect Creek,8/17/19,"Survey upstream, starting at 6am. Low tide 9:04am, -1.0ftEnded at harry's slough at 10am, rising water and gale warning to beat on our run to JuneauWater became opaque around 8:30am, leading to poor survey quality.Caitlin on dead countsPatrick on live counts",58.05118192,-133.8163298,upper intertidal rocks,58.06688289,-133.8384573,,NA,NA,,2182.792869,450,Chum Salmon,116,274,NA,390,26,9,34.62,26,9,17,2019
403,111-33-10100,Prospect Creek,8/19/19,"surveyed upstream starting 9amsunny, low flows, and clear water",58.04782063,-133.8118363,,58.06923809,-133.8395412,upstream from the half dam,NA,NA,,2892.32305,450,Chum Salmon,177,266,NA,443,117,28,24.14,116,28,88,2019
404,111-33-10100,Prospect Creek,8/20/19,"SURVEY QUALITY: EXCELLENT started at low tidestarted 9am, low tide 10:32am, 1.3ftended 4pm where creek dried upRyan on live countsPatrick on dead counts100 samples",58.05084508,-133.8163902,,58.07353571,-133.8478646,,NA,NA,,3136.71316,450,Chum Salmon,272,390,NA,662,100,21,21.21,99,21,78,2019
405,111-33-10100,Prospect Creek,8/21/19,SURVEY QUALITY: EXCELLENT started at low tide ,58.05114858,-133.8155157,,58.07370391,-133.8476591,,NA,NA,,3148.217156,450,Chum Salmon,305,441,NA,746,61,14,24.14,58,14,44,2019
406,111-33-10100,Prospect Creek,8/22/19,SURVEY QUALITY: EXCELLENT ,58.0524303,-133.8200276,,58.073538,-133.847807,,NA,NA,,2866.333454,450,Chum Salmon,181,324,NA,505,53,6,11.76,51,6,45,2019
407,111-33-10100,Prospect Creek,8/24/19,"SURVEY QUALITY: POOR started  at top, high water day, low visibility ",58.07523796,-133.8534549,,58.05112288,-133.815484,,NA,NA,,3498.262009,450,Chum Salmon,33,128,NA,161,24,3,18.75,16,3,13,2019
408,111-33-10100,Prospect Creek,8/25/19,SURVEY QUALITY: GOOD The calipers were left behind by accident so a tape measure was used.Started at the top and went to the intertidal ,58.07511831,-133.8534519,,58.04748113,-133.8110827,,NA,NA,,3966.223659,450,Chum Salmon,95,227,NA,322,57,7,12.73,55,7,48,2019
409,111-33-10100,Prospect Creek,8/26/19,"SURVEY QUALITY: EXCELLENT started at low tide, lots of fresh chum pushing into intertidal. 52 live chum counted before the first island",58.05236865,-133.8202574,,58.07554,-133.85181,,NA,NA,,3182.657144,450,Chum Salmon,103,201,NA,304,22,2,10,20,2,18,2019
410,111-33-10100,Prospect Creek,8/27/19,"SURVEY QUALITY: FAIR started at low tide, high waterended survey early due to rising water",58.05123711,-133.815439,,58.06268337,-133.8294295,,NA,NA,,1519.060117,450,Chum Salmon,11,56,NA,67,6,1,20,5,1,4,2019
411,111-41-10050,Admiralty Creek,7/21/17,"SURVEY QUALITY: FAIR Live count: mary; dead count: anna. High tide: 12:39; low tide: 18:19. People present: anna, kit, mary, ben, dale, and ron. We started the day at 11:09 and hiked to the knee tree. Went upstream 15 min further to the extent of the survey. Started counting downstream at 13:30 and made it to end of survey (tidal flat) at 19:00. Overcast/sunny weather. Lots of pinks, few chum. No chum carcasses found. Two bear sightings. Adjusting to chum Identification which is reason for fair survey quality. ",58.15296105,-134.5240189,,58.17583804,-134.5837951,,58.1493811,-134.5198052,furthest upstream,4344.257914,450,Chum Salmon,185,0,NA,185,0,NA,NA,NA,NA,NA,2017
412,111-41-10050,Admiralty Creek,7/23/17,"SURVEY QUALITY: FAIR. Mary did live count, Anna did dead count. got to tidal flat at 0950 and hiked up the tidal zone and up the trail. We started our survey in tablet at 1230 at knee tree stream zone. began count at top of stream and surveyed down as far as possible. tanins and higher water reason for fair survey quality. ",58.15296105,-134.5240189,"did not save initially, but started at same location as last survey so used those coordinates",58.17183194,-134.5711189,,NA,NA,,3479.187354,450,Chum Salmon,352,3,NA,355,3,0,0,3,0,3,2017
413,111-41-10050,Admiralty Creek,7/25/17,"SURVEY QUALITY: GOOD Live counter: MaryDead counter: AnnaWent to knee tree then walked up 30 minutes to see if there were anymore chum. There wasn't any more chum after knee tree point. Started at 1055. Surveyed down to the cabin, ended at 1610. saw one brown bear. Mary snagged first post-spawned chum. ",58.14890519,-134.5168527,,58.17598049,-134.5617088,,NA,NA,,4008.260406,450,Chum Salmon,224,1,NA,225,2,0,0,1,0,1,2017
414,111-41-10050,Admiralty Creek,7/26/17,SURVEY QUALITY: POOR Low tide:9:58 -3.0ftHigh tide: 16:26 17.1Start at 852 with Dale.  surveyed tidal flat up to cabin. Really bad lighting and rain. Wanted to do a brief survey before heading into town. Ended survey at 11:00 at cabin.,58.18320133,-134.5789601,,58.17629968,-134.5615442,,NA,NA,,1280.977826,450,Chum Salmon,39,0,NA,39,0,NA,NA,NA,NA,NA,2017
415,111-41-10050,Admiralty Creek,7/29/17,"SURVEY QUALITY: FAIR due to high flows forcing us to bushwhack more than normalstart 1000 end 1730Mary did live count, Anna did dead countStarted at knee tree worked down, didn't get a location from processing area 1, will return tomorrow to get location",58.15384107,-134.5234616,,58.17378274,-134.5626947,,NA,NA,,3204.13715,450,Chum Salmon,354,11,NA,365,15,0,0,15,0,15,2017
416,111-41-10050,Admiralty Creek,7/30/17,"SURVEY QUALITY: GOOD to fair, took some braids with not many fish. Mary did live count, Anna did dead countstart 0935 from knee tree surveyed down stop at 1623. flows normal, saw 1 bear on trail",58.15370415,-134.5232076,,58.17374345,-134.5626671,,NA,NA,,3221.28283,450,Chum Salmon,286,11,NA,297,17,1,6.25,16,1,15,2017
417,111-41-10050,Admiralty Creek,8/2/17,"SURVEY QUALITY: GOOD Start 1155, End 1800 surveyed down from knee tree to PA5, 45 minutes up trail. Live count: Mary, dead count: Anna. Two bears,1 from trail, 1 on river. Snagged a lot but started finding dead fish too. ",58.15381931,-134.5238651,,58.16253312,-134.5386872,,NA,NA,,1305.145694,450,Chum Salmon,274,20,NA,294,39,1,2.56,39,1,38,2017
418,111-41-10050,Admiralty Creek,8/3/17,"SURVEY QUALITY: GOOD drop off time 740, survey start time 848. end time 1630  Started 45 minutes up trail where we stopped yesterday. Lower flows, fewer dead chum the farther downstream we got, ended at cabin. Not much snagging.",58.16261825,-134.5380187,,58.1759213,-134.5609373,,NA,NA,,2003.698177,450,Chum Salmon,234,55,NA,289,57,3,5.26,57,3,54,2017
419,111-41-10050,Admiralty Creek,8/6/17,"SURVEY QUALITY: FAIR start at 8:20.survey start at 10:00. Survey end time 1700. Made it half way down creek. Had one bear encounter, we spooked it coming around a log. It charged ron and then ran off. ",58.15379504,-134.5236017,,58.16282697,-134.538388,,NA,NA,,1330.3229,450,Chum Salmon,178,71,NA,249,73,2,2.9,69,2,67,2017
420,111-41-10050,Admiralty Creek,8/7/17,"SURVEY QUALITY: GOOD start time 900. start survey time 1000. anna dead counts. kit live counts. started halfway downstream at yesterdays stopping point. kit is doing tablet and scales, anna is cutting. ended at 1615. no bears today. lots of dead fish, no snagging",58.16274493,-134.5384318,,58.16446672,-134.5434412,,NA,NA,,351.7462591,450,Chum Salmon,202,81,NA,283,70,1,1.43,70,1,69,2017
421,111-41-10050,Admiralty Creek,8/10/17,"SURVEY QUALITY: GOOD start 945 at platform 9 3/4, end at 1820 just below trunnel. Saw three bears today. Two on trail, one in stream. They ran off quickly. More dead fish, didnt really gaff or snag any. ",58.16316451,-134.5389257,,58.16551254,-134.5452662,,NA,NA,,455.7270694,450,Chum Salmon,156,206,NA,362,154,4,2.68,149,4,145,2017
422,111-41-10050,Admiralty Creek,8/11/17,"SURVEY QUALITY: GOOD Start 924 below trunnel where we stopped yesterday, Stopped at 1730 at the 'mother of all gravel bars', Mary did live count, Anna did dead count. Low flows, Lots of dead fish, Hardly gaffed any, Didn't bring rod.",58.16574915,-134.5453236,,58.17191281,-134.5508856,,NA,NA,,760.5629377,450,Chum Salmon,139,173,NA,312,124,3,2.46,122,3,119,2017
423,111-41-10050,Admiralty Creek,8/14/17,"SURVEY QUALITY: FAIR Started 9:30 at platform 9 3/4. End at 1800 at PA 6. Higher flows and silty water made count quality lower. Saw one bear today, ran off immediately. Less fish today. ",58.1634364,-134.5385387,,58.16996319,-134.5494873,,NA,NA,,971.4583139,450,Chum Salmon,107,243,NA,350,127,5,4.03,124,5,119,2017
424,111-41-10050,Admiralty Creek,8/15/17,SURVEY QUALITY: FAIR start at 850 below snaggle tree. Stop at 1220 at bar near cabin. Checked out tidal briefly on the way to skiffs and didn't see any carcasses. Appears to have less chum as downstream,58.17025501,-134.5496175,,58.17546891,-134.563636,,NA,NA,,1008.858309,450,Chum Salmon,42,77,NA,119,60,5,8.33,60,5,55,2017
425,111-41-10050,Admiralty Creek,8/18/17,"start at 610 at creek mouth survey up stop at 1130 upstream of platform 9 3/4. sporadic survey on trail accessible spots due to high flows, so no count",58.18060975,-134.5783019,,58.16262294,-134.5379271,,NA,NA,,3107.914843,450,Chum Salmon,NA,13,NA,NA,13,0,0,13,0,13,2017
426,111-41-10050,Admiralty Creek,8/19/17,"SURVEY QUALITY: FAIR water still high/murky, not great visibility.  start at 1000 at knee tree surveyed down until wet eagle spot just above cabin at 1800, lots of dead pinks but not many chum. Mary did live count, Anna did dead count.",58.15400825,-134.5231492,,58.17529207,-134.5591931,,NA,NA,,3181.336696,450,Chum Salmon,42,80,NA,122,60,1,1.69,59,1,58,2017
427,111-41-10050,Admiralty Creek,8/22/17,"Start at 900 at cabin surveyed up, really high muddy water so surveyed from trail. Highest flows yet; rock by cabin was completely submerged. Stopped at 1100 at platform 9 3/4, no count. Spooked brown bear cub up a tree, mom possibly heard as well.",58.17615961,-134.5616324,,58.16317169,-134.5383476,,NA,NA,,1992.6336,450,Chum Salmon,NA,1,NA,NA,1,0,0,1,0,1,2017
428,111-41-10050,Admiralty Creek,8/25/17,"SURVEY QUALITY: FAIR start 1010 at platform 9 3/4, water still high and slightly murky but passable, stopped at cabin at 1630. Mary did live count Anna did dead count",58.1628838,-134.5392522,,58.17604657,-134.5619236,,NA,NA,,1982.347878,450,Chum Salmon,12,69,NA,81,57,5,8.93,56,5,51,2017
429,111-41-10050,Admiralty Creek,7/22/18,SURVEY QUALITY: GOOD sunny day started at topLow water. Extent was the tidal flat. Saw about half of live fish in tidal flat.,58.15398877,-134.5243985,,58.17549329,-134.5620598,,58.17517804,-134.583147,,3263.590734,450,Chum Salmon,333,0,NA,333,0,NA,NA,NA,NA,NA,2018
430,111-41-10050,Admiralty Creek,7/25/18,SURVEY QUALITY: GOOD sunny day started at topChum seem to have a hard time making it up stream due to low water conditionsOnly 5 live chum counted at top one and a half mile stretch of survey,58.15386075,-134.5235794,,58.17625034,-134.5621561,,NA,NA,,3372.638219,450,Chum Salmon,193,0,NA,193,0,NA,NA,NA,NA,NA,2018
431,111-41-10050,Admiralty Creek,7/26/18,SURVEY QUALITY: GOOD Cloudy daystarted at topA couple large schools of Chum at lower stretch of stream near cabin ,58.15387526,-134.523356,,58.17594492,-134.5633796,,NA,NA,,3404.745838,450,Chum Salmon,251,0,NA,251,0,NA,NA,NA,NA,NA,2018
432,111-41-10050,Admiralty Creek,7/29/18,SURVEY QUALITY: GOODpartly cloudystarted at top,58.15391249,-134.5233562,,58.17584822,-134.5636719,,NA,NA,,3405.947844,450,Chum Salmon,260,0,NA,260,0,NA,NA,NA,NA,NA,2018
433,111-41-10050,Admiralty Creek,7/30/18,SURVEY QUALITY: GOOD sunny daysurveying only the tidal flatsnagging moldy chun in tide flatAll pre-spawn,58.17497677,-134.58332,,58.16845464,-134.5475117,,NA,NA,,2228.996352,450,Chum Salmon,255,0,NA,255,0,NA,NA,NA,NA,NA,2018
434,111-41-10050,Admiralty Creek,8/2/18,"SURVEY QUALITY: GOOD overcast conditions, survey started from mouth, Chum starting to build reddsbig schools of green chum still at the mouth of the tidal flats, in the salt water",58.18236361,-134.5761123,,58.16312988,-134.5393301,,NA,NA,,3045.423052,450,Chum Salmon,320,0,NA,320,0,NA,NA,NA,NA,NA,2018
435,111-41-10050,Admiralty Creek,8/3/18,"SURVEY QUALITY: GOOD rain, start from topSurveyed from knee tree to cabinMost of fish came within a quarter mile of cabin",58.15402217,-134.5232403,,58.17608589,-134.5620924,,NA,NA,,3356.915432,450,Chum Salmon,145,0,NA,145,0,NA,NA,NA,NA,NA,2018
436,111-41-10050,Admiralty Creek,8/7/18,"SURVEY QUALITY: GOOD light rain, extremely low flow, many more Chum in upper reach",58.15377015,-134.5236689,,58.17454029,-134.5834235,,NA,NA,,4209.866603,450,Chum Salmon,679,1,NA,680,2,0,0,2,0,2,2018
437,111-41-10050,Admiralty Creek,8/8/18,"SURVEY QUALITY: GOOD Cloudy day, low water, many Chum preyed upon",58.16317405,-134.5389014,,58.17493376,-134.5832112,,58.15817552,-134.5312088,one half mile us of long island,2918.259361,450,Chum Salmon,619,8,NA,627,10,1,11.11,9,1,8,2018
438,111-41-10050,Admiralty Creek,8/11/18,"SURVEY QUALITY: FAIR sunny dayextent at tidal flatstarted at topstream very turbid, poor visibility",58.15385204,-134.5235207,,58.17576297,-134.5610338,,58.17486742,-134.5832681,,3291.09721,450,Chum Salmon,291,4,NA,295,2,1,50,2,1,1,2018
439,111-41-10050,Admiralty Creek,8/12/18,"SURVEY QUALITY: FAIR light rain, minus 4 '  tide, water very turbid, Chum observed in upper reaches",58.15379549,-134.5235172,,58.17573911,-134.5610557,,58.1835125,-134.580729,,3294.801252,450,Chum Salmon,408,9,NA,417,8,2,25,8,2,6,2018
440,111-41-10050,Admiralty Creek,8/15/18,"overcast, water still tannic,",58.15405057,-134.5235773,,58.17373491,-134.562493,,58.14913789,-134.5179663,,3170.806275,450,Chum Salmon,411,5,NA,416,8,1,12.5,8,1,7,2018
441,111-41-10050,Admiralty Creek,8/16/18,light rainstarted at topgrabbed extent updirty waterSurvey Quality: Good,58.15389999,-134.5236834,,58.17596249,-134.5628568,,58.15065837,-134.5214616,,3369.732286,450,Chum Salmon,511,3,NA,514,4,1,25,4,1,3,2018
442,111-41-10050,Admiralty Creek,8/20/18,SURVEY QUALITY: FAIRClear and sunny low flow lots of dead pinks,58.15387155,-134.5235844,,58.17460162,-134.5834548,,58.15280147,-134.5237495,,4213.11186,450,Chum Salmon,101,2,NA,103,4,0,0,4,0,4,2018
443,111-41-10050,Admiralty Creek,8/21/18,SURVEY QUALITY: GOODstarted 1000m above usual spotsunny then rainy lots of bears in upper reachhigh predation,58.14816565,-134.5154086,,58.17583255,-134.5609074,,NA,NA,,4082.808112,450,Chum Salmon,48,1,NA,49,1,0,0,1,0,1,2018
444,111-41-10050,Admiralty Creek,8/24/18,SURVEY QUALITY: GOOD rain,58.15384566,-134.5234336,,58.17546464,-134.5637439,,NA,NA,,3380.519781,450,Chum Salmon,21,21,NA,42,21,0,0,0,0,0,2018
445,111-41-10050,Admiralty Creek,8/25/18,"SURVEY QUALITY: GOOD rain, pinks are mostly gone",58.15374936,-134.5234291,,58.17389024,-134.5624357,,NA,NA,,3210.007032,450,Chum Salmon,16,0,NA,16,0,NA,NA,NA,NA,NA,2018
446,111-41-10050,Admiralty Creek,8/28/18,SURVEY QUALITY: POOR Heavy rainHigh water. Very murky. Risky walking conditions,58.1677251,-134.5470655,,58.17460105,-134.583462,,NA,NA,,2274.746478,450,Chum Salmon,2,0,NA,2,0,NA,NA,NA,NA,NA,2018
447,111-50-10690,Fish Creek,7/20/17,"SURVEY QUALITY: EXCELLENT started at top at 12:17pm. lots of  pooling prespawn chum and pinks. Water quality clear and water levels fairly low, which made spotting live and dead chum easy.  Overcast skies throughout the day. Saw a baby porcupine. ",58.32834893,-134.5760934,,58.33699284,-134.6083771,,NA,NA,,2122.249929,450,Chum Salmon,404,6,NA,410,6,2,33.33,6,2,4,2017
